gene,WT-1_S1,WT-2_S2,WT-3_S3,WT-AC-1_S4,WT-AC-2_S5,WT-AC-3_S6
Or4d2,0,0,0,0,0,0
Or4d2b,0,0,0,0,0,0
Or4d5,0,0,0,0,0,0
Or4d6,0,0,0,0,0,0
Or4e1,0,0,0,0,0,0
Or4e2,0,0,0,0.5,0,0
Or4e5,0,0,0,0,0,0
Or4f14,0,0,0,0,0,0
Or4f14b,0,0,0,0,0,0
Or4f14d,0,0,0,0,0,0
Or4f15,0,0,0,0,0,0
Or4f47,0,0,0,0,0,0
Or4f4b,0,0,0,0,0,0
Or4f52,0,0,0,0,0,0
Or4f53,0,0,0,0,0,0
Or4f54,0,0,0,0,0,0
Or4f56,0,0,0,0,0,0
Or4f57,0,0,0,0,0,1
Or4f58,0,0,0,0,0,0
Or4f59,0,0,0,0,0,0
Or4f6,0,0,0,0,0,0
Or4f60,0,0,0,0,0,0
Or4f61,0,0,0,0,0,0
Or4f62,0,0,0,0,0,0
Or4f7,0,0,0,0,0,0
Or4g16,0,0,0,0,1,0
Or4g17,0,0,0,0,0,0
Or4g7,1,0,0,0,0,0
Or4k1,0,0,0,0,0,0
Or4k15,1,0,0,0,0,0
Or4k15b,0,0,0,0,0,0
Or4k15c,1,2,1,2,2,0
Or4k2,0,0,0,0,0,0
Or4k35,0,0,0,0,0,0
Or4k36,0,0,0,0,1,1
Or4k37,0,0,0,0,0,0
Or4k38,0,0,0,0,0,0
Or4k40,0,0,0,0,0,0
Or4k41,0,0,0,0,0,0
Or4k42,0,0,0,0,0,0
Or4k44,0,0,0,0,0,0
Or4k45,0,0,0,0,0,0
Or4k47,0,0,0,0,0,0
Or4k48,0,0,0,0,0,0
Or4k49,0,0,0,0,0,0
Or4k5,0,0,0,0,0,0
Or4k50-ps1,1,1,0,0,1,1
Or4k51,0,0,0,0,0,0
Or4k52,0,0,0,0,0,0
Or4k6,0,1,0,0,0,0
Or4k77,0,0,0,0,0,0
Or4l1,0,0,0,0,0,0
Or4l15,0,0,0,0,0,0
Or4m1,0,0,0,0,1,0
Or4n4,0,0,0,0,0,0
Or4n4b,0,0,0,0,0,0
Or4n5,0,1,0,0,1,0
Or4p18,0,0,0,0,0,0
Or4p19,0,0,0,0,0,0
Or4p20,0,0,0,0,0,0
Or4p21,0,0,0,0,0,0
Or4p22,0,0,0,0,0,0
Or4p23,0,0,0,0,0,0
Or4p7,0,0,0,0,0,0
Or4p8,0,0,0,0,0,0
Or4q3,0,0,0,0,0,0
Or4s2b,0,0,0,0,0,0
Or4x11,0,0,0,0,0,0
Or4x13,0,2,0,0,0,0
Or4x15,0,0,0,0,0,0
Or4x18,0,0,0,0,0,0
Or4x6,0,0,0,0,0,0
Or4z4,0,0,0,0,0,0
Or51a10,0,0,0,0,1,0
Or51a24,0,0,0,0,0,0
Or51a25,0,0,0,0,0,0
Or51a39,0,0,0,0,0,0
Or51a42,0,0,0,0,0,0
Or51a43,0,0,0,0,0,0
Or51a5,0,0,0,0,0,0
Or51a6,0,0,0,0,0,0
Or51a7,0,0,0,0,0,0
Or51a8,0,0,0,0,0,0
Or51aa2,0,0,0,0,0,0
Or51aa5,1,0,0,0,0,0
Or51ab3,0,0,0,0,0,0
Or51ac3,0,0,0,0,0,0
Or51af1,0,1,0,0,0,0
Or51ag1,0,0,0,0,0,0
Or51ah3,0,0,0,0,0,0
Or51ai2,0,0,0,0,0,0
Or51b17,0,0,0,0,0,0
Or51b4,0,0,0,0,0,0
Or51b6,0,0,0,0,0,0
Or51b6b,0,0,0,0,0,0
Or51d1,1,0,0,0,0,0
Or51e1,0,0,0,0,1,0
Or51e2,0,0,0,0,0,0
Or51f1,0,0,0,0,0,0
Or51f1d,0,0,0,0,0,0
Or51f1e,0,0,0,0,0,0
Or51f2,1,0,0,0,0,0
Or51f23,0,0,0,0,0,0
Or51f23b,0,0,0,0,0,0
Or51f5,0,0,0,0,0,0
Or51g1,0,0,0,0,0,0
Or51g2,0,0,0,0,0,0
Or51h1,0,0,0,0,0,0
Or51h5,0,0,0,0,0,0
Or51i1,0,0,0,0,1,0
Or51i2,0,0,0,0,1,0
Or51k1,0,0,0,0,0,0
Or51k2,0,0,0,0,0,0
Or51l14,0,0,0,0,0,0
Or51l4,0,0,0,0,0,0
Or51m1,2,0,1,0,0,0
Or51q1,0,0,0,0,0,0
Or51q1c,0,0,0,0,0,0
Or51r1,0,0,0,1,0,0
Or51s1,0,0,0,0,0,0
Or51t4,0,0,0,0,0,0
Or51v14,0,0,0,0,0,0
Or51v8,0,0,0,0,0,0
Or52a20,0,0,0,0,0,0
Or52a24,0,0,0,0,0,0
Or52a33,0,0,0,0,0,0
Or52a5,0,1,0,0,0,0
Or52a5b,0,0,0,0,0,1
Or52ab2,0,0,0,0,0,0
Or52ab4,0,0,0,0,0,0
Or52ab7,0,0,0,0,0,0
Or52ac1,0,0,0,0,0,0
Or52ad1,0,0,0,0,0,0
Or52ae7,0,0,0,0,0,0
Or52ae9,0,0,0,0,0,0
Or52b1,0,0,0,0,0,0
Or52b2,0,1,0,0,2,0
Or52b3,0,1,0,0,0,0
Or52b4,0,0,0,0,0,0
Or52d1,0,0,1,0,0,0
Or52d13,0,0,1,1,0,0
Or52d3,0,0,0,0,0,0
Or52e15,0,0,0,0,0,0
Or52e18,1,0,0,0,0,0
Or52e19,0,0,0,0,0,0
Or52e19b,0,0,0,0,0,0
Or52e2,0,0,0,0,0,0
Or52e3,0,0,0,0,0,0
Or52e4,0,0,0,0,0,0
Or52e5,1,0,0,0,0,0
Or52e7,0,0,1,0,0,0
Or52e8,0,0,0,0,0,1
Or52e8b,0,0,0,0,0,0
Or52h1,0,0,0,1,0,0
Or52h2,1,0,0,0,0,0
Or52h7,0,0,0,0,0,0
Or52h9,0,0,0,0,0,0
Or52i2,0,0,0,0,0,0
Or52j3,0,0,0,0,0,0
Or52k2,0,0,0,0,2,0
Or52l1,0,0,0,0,0,0
Or52m1,0,0,0,1,1,0
Or52m2,1,0,0,0,1,0
Or52n2,0,0,0,0,0,0
Or52n20,0,0,0,0,0,0
Or52n2b,0,0,0,0,0,0
Or52n2c,0,0,0,0,0,0
Or52n3,0,0,0,0,0,0
Or52n4,0,0,5,1,0,0
Or52n4b,0,0,0,0,0,0
Or52n5,0,0,0,0,1,0
Or52p1,0,0,0,0,0,0
Or52p2,0,0,0,0,0,0
Or52r1,0,0,0,0,0,0
Or52r1b,0,0,0,0,0,0
Or52r1c,0,0,0,0,0,0
Or52s1,0,0,0,0,0,0
Or52s19,0,0,0,0,0,0
Or52s1b,0,0,0,0,0,0
Or52s6,0,0,0,0,0,0
Or52u1,0,0,0,0,0,0
Or52w1,0,0,0,0,0,1
Or52x1,0,0,0,0,0,0
Or52z1,0,0,0,0,0,1
Or52z12,0,0,0,0,0,0
Or52z13,0,0,0,0,0,0
Or52z14,0,0,0,0,0,0
Or55b10,0,0,0,0,0,0
Or55b3,1,1,3,1,3,2
Or55b4,0,0,1,0,1,0
Or56a3,0,0,0,0,0,0
Or56a3b,0,0,0,0,0,0
Or56a4,0,0,0,0,0,0
Or56a5,0,0,0,0,0,0
Or56b1,0,0,0,0,0,0
Or56b1b,0,0,0,0,0,0
Or56b2,0,0,0,0,0,0
Or56b2j,0,0,0,0,0,0
Or56b34,0,0,0,0,0,0
Or56b35,0,0,0,0,0,0
Or56b6,3,0.5,1,0,2,0
Or5a1,0,0,0,0,1,0
Or5a3,0,0,0,0,0,0
Or5ac15,0,0,0,0,0,0
Or5ac16,0,0,0,1,1,0
Or5ac17,0,0,0,0,0,0
Or5ac19,0,0,0,0,0,0
Or5ac20,0,0,0,0,0,0
Or5ac21,0,0,0,0,0,0
Or5ac22,0,0,1,0,0,0
Or5ac23,0,0,0,0,0,0
Or5ac24,0,0,0,0,0,0
Or5ae1,0,0,0,0,0,0
Or5ae2,0,0,0,0,1,0
Or5af1,0,0,0,0,0,0
Or5af2,0,0,0,0,0,0
Or5ak20,0,0,0,0,0,0
Or5ak22,0,0,0,0,0,0
Or5ak23,0,0,0,0,0,0
Or5ak24,0,0,0,1,0,0
Or5ak25,0,0,0,0,0,0
Or5ak4,0,0,0,0,0,0
Or5al1,0,0,0,0,0,0
Or5al5,0,0,0,0,0,0
Or5al6,0,0,0,0,0,0
Or5al7,0,0,0,0,0,0
Or5an1,0,0,0,0,0,0
Or5an10,0,0,0,0,0,0
Or5an11,0,0,0,0,0,0
Or5an1b,1,0,0,0,0,0
Or5an1c,0,0,0,0,0,0
Or5an6,0,0,0,0,0,0
Or5an9,0,0,0,0,0,0
Or5ap2,0,0,0,0,0,0
Or5aq1,0,0,0,0,0,0
Or5aq1b,0,0,0,0,1,0
Or5aq6,0,0,0,0,0,0
Or5aq7,0,0,0,0,0,0
Or5ar1,0,0,0,0.5,0,0
Or5as1,0,0,0,0,0,0
Or5au1,0,0.5,0,0,0,0
Or5b101,0,0,0,0,0,0
Or5b102,0,0,0,0,0,0
Or5b104,0,0,0,0,0,0
Or5b105,0,0,0,0,0,0
Or5b106,0,0,0,0,0,0
Or5b107,0,0,0,0,0,0
Or5b108,0,0,0,0,0,0
Or5b109,0,0,0,0,0,0
Or5b111,0,0,0,0,0,0
Or5b112,0,0,0,0,0,0
Or5b113,0,0,0,0,0,0
Or5b116,0,0,0,0,0,0
Or5b117,0,0,0,0,0,0
Or5b118,0,0,0,0,0,0
Or5b119,0,0,0,0,0,0
Or5b12,0,0,0,0,0,0
Or5b120,0,0,0,0,0,0
Or5b121,0,0,0,0,0,0
Or5b122,0,0,0,0,0,0
Or5b123,0,0,0,0,0,0
Or5b124,0,0,0,0,0,0
Or5b12b,1,0,0,0,0,0
Or5b21,1,0,1,2,3,8
Or5b24,1,0,0,1,0,0
Or5b3,0,0,0,0,1,0
Or5b94,0,0,0,0,0,0
Or5b95,0,0,0,0,0,0
Or5b96,0,0,0,0,0,0
Or5b97,0,0,0,0,0,0
Or5b98,0,0,0,0,0,0
Or5b99,0,0,0,0,0,0
Or5bb10,0,0,0,0,0,0
Or5be3,1,0,0,0,0,0
Or5bh3,0,0,0,0,0,0
Or5bs2,1,0,0,1,1,0
Or5bw2,0,0,0,0,0,0
Or5c1,0,0,0,0,0,0
Or5d14,0,0,0,0,0,0
Or5d16,0,0,0,0,0,0
Or5d18,0,0,0,0,0,0
Or5d35,0,0,0,0,0,0
Or5d36,0,0,0,0,0,0
Or5d37,0,0,0,0,0,0
Or5d38,0,0,0,0,0,0
Or5d39,0,0,0,0,0,0
Or5d40,0,0,0,0,0,0
Or5d41,0,0,0,0,0,0
Or5d43,0,0,0,0,0,0
Or5d46,0,0,0,0,0,0
Or5d47,0,0,0,0,0,0
Or5e1,0,0,0,0,0,0
Or5g23,0,0,0,0,0,0
Or5g25,0,0,0,0,0,0
Or5g26,0,0,0,0,0,0
Or5g27,0,0,0,0,0,0
Or5g29,0,0,0,0,0,0
Or5g9,0,0,0,0,0,0
Or5h17,0,1,0,1,3,0
Or5h18,0,0,0,0,0,0
Or5h19,0,0,0,0,0,0
Or5h22,0,0,0,0,0,0
Or5h23,0,0,0,0,0,0
Or5h25,0,0,0,0,0,0
Or5h26,0,0,0,0,0,0
Or5i1,0,0,2,0,0,0
Or5j1,0,0,0,0,0,0
Or5j3,0,0,0,0,0,0
Or5k1,0,0,0,0,0,0
Or5k14,0,0,0,0,0,0
Or5k15,0,0,0,0,0,0
Or5k16,0,0,0,0,0,0
Or5k17,0,0,0,1,0,0
Or5k1b,0,0,0,0,0,0
Or5k3,0,0,0,0,1,0
Or5k8,0,0,1,0,0,0
Or5l13,0,0,0,0,0,0
Or5l14,0,0,0,0,3,0
Or5m10,0,0,0,0,1,0
Or5m10b,0,0,0,1,0,0
Or5m11,0,0,0,0,0,0
Or5m11b,1,1,0,0,1,2
Or5m12,0,0,0,0,0,0
Or5m13b,0,0,0,0,0,0
Or5m3,0,0,0.5,0,0,0
Or5m3b,264,313,172.5,1575.5,2173,3970
Or5m5,0,1,2,1,0,0
Or5m8,0,0,0,0,0,0
Or5m9,0,6,5,3,1,5
Or5m9b,0,0,0,0,0,0
Or5o1,0,0,0,0,0,0
Or5p1,0,0,0,0,0,0
Or5p4,0,0,0,0,0,0
Or5p5,0,0,0,0,0,0
Or5p50,0,0,0,0,0,0
Or5p51,0,0,0,0,0,0
Or5p52,0,0,0,0,0,0
Or5p53,0,0,0,0,0,0
Or5p54,0,0,0,0,0,0
Or5p55,0,0,0,0,0,0
Or5p56,0,0,0,0,0,0
Or5p57,0,0,0,0,0,0
Or5p58,0,0,0,0,0,0
Or5p59,0,0,0,0,0,0
Or5p5c-ps1,0,0,0,0,0,0
Or5p6,0,0,0,0,0,0
Or5p60,0,0,0,0,0,0
Or5p61,0,0,0,0,0,0
Or5p62,0,0,0,0,0,0
Or5p63,0,0,0,0,0,0
Or5p64,0,0,0,0,0,0
Or5p66,0,0,0,0,0,0
Or5p67,0,0,0,0,0,0
Or5p68,0,0,0,0,0,0
Or5p69,0,0,0,0,0,0
Or5p70,0,0,0,0,0,0
Or5p72,0,0,0,0,0,0
Or5p73,0,0,0,0,0,0
Or5p76,0,0,0,0,0,0
Or5p78,0,0,0,0,0,0
Or5p79,0,0,0,0,0,0
Or5p80,0,0,0,0,0,0
Or5p81,0,0,0,0,0,0
Or5t15,0,0,0,0,0,0
Or5t16,0,0,0,0,0,0
Or5t17,0,0,0,0,0,0
Or5t18,0,0,0,0,0,0
Or5t5,0,0,0,0,0,0
Or5t7,0,0,0,0,0,0
Or5t9,0,0,0,0,0,0
Or5v1,0,0,0,0,0,3
Or5v1b,1,1,3,3,5,18
Or5w1,0,0,0,0,0,0
Or5w10,0,0,0,0,0,0
Or5w11,0,0,0,0,0,0
Or5w12,0,0,0,0,0,0
Or5w13,0,0,0,0,0,0
Or5w14,0,0,0,0,0,0
Or5w15,0,0,0,0,0,0
Or5w16,0,0,1,0,0,0
Or5w18,0,0,0,0,0,0
Or5w19,0,0,0,0,0,0
Or5w1b,0,0,0,0,0,0
Or5w20,0,0,0,0,0,0
Or5w22,0,0,0,0,0,0
Or5w8,0,0,0,0,0,0
Or6a2,0,0,0,0,0,0
Or6aa1,0,0,0,0,0,0
Or6ae1,1,0,0,0,0,0
Or6b1,0,0,0,1,0,0
Or6b13,0,0,0,0,0.5,0
Or6b2,0,0,0,0,0,0
Or6b2b,0,0,0,0,0,0
Or6b3,0,0,0,0,0,0
Or6b6,0,0,0,0,0,0
Or6b9,0,0,0,0,0,0
Or6c1,0,0,0,0,0,0
Or6c1b,0,0,0,0,0,0
Or6c2,0,0,0,0,0,0
Or6c201,0,0,0,0,0,0
Or6c202,0,0,0,0,0,0
Or6c203,0,0,0,0,0,0
Or6c204,0,0,0,0,0,0
Or6c205,0,0,0,0,0,0
Or6c206,0,0,0,0,0,0
Or6c207,0,0,0,0,0,0
Or6c208,0,0,0,0,0,0
Or6c209,0,0,0,0,0,0
Or6c210,0,0,0,0,0,0
Or6c211,0,0,0,0,0,0
Or6c212,0,0,0,0,0,0
Or6c213,0,0,0,0,0,0
Or6c214,0,0,0,0,0,0
Or6c215,0,0,0,0,0,0
Or6c216,0,0,0,0,0,0
Or6c217,0,0,0,0,0,0
Or6c219,0,0,0,0,0,0
Or6c2b,0,0,0,0,0,0
Or6c3,0,0,0,0,0,0
Or6c33,0,0,0,0,0,0
Or6c35,0,0,0,0,0,0
Or6c38,0,0,0,0,0,0
Or6c3b,0,0,0,0,0,0
Or6c5,0,0,0,0,0,0
Or6c5b,0,0,0,0,0,0
Or6c5c,0,0,0,0,0,0
Or6c6,0,0,0,0,0,0
Or6c65,0,0,0,0,0,0
Or6c66,0,0,0,0,0,0
Or6c66b,0,0,0,0,0,0
Or6c68,0,0,0,0,0,0
Or6c69,0,0,0,0,0,0
Or6c69b,0,0,0,0,0,0
Or6c69c,0,0,0,0,0,0
Or6c6c,0,0,0,0,0,0
Or6c7,0,0,0,0,0,0
Or6c70,0,0,0,0,0,0
Or6c74,0,0,0,0,0,1
Or6c75,0,0,0,0,0,0
Or6c76,0,0,0,0,0,0
Or6c76b,0,0,0,0,0,0
Or6c8,0,0,0,0,0,0
Or6c88,0,0,0,0,0,0
Or6d12,0,1.33,0,0,1,0
Or6d13,0,0,0,0,0,0
Or6d14,0,0,0,0,0,0
Or6d15,0,0,0,0,0,0
Or6e1,0,0,1,1,0,1
Or6f1,0,0,0,0,0,0
Or6f2,0,0,0,0,0,0
Or6k14,0,0,0,0,0,0
Or6k2,0,0,0,0,0,0
Or6k4,0,0,0,0,0,1
Or6k6,0,0,0,0,0,0
Or6n1,0,0,0,0,0,0
Or6n2,1,0,0,0,3,0
Or6p1,0,0,0,0,0,0
Or6s1,0,0,0,1,1,0
Or6x1,0,0,1,0,0,0
Or6y1,0,0,0,0,0,0
Or6z1,0,0,0,0,0,0
Or6z3,0,0,0,0,0,0
Or6z5,0,0,0,0,0,0
Or6z6,0,0,0,0,0,0
Or6z7,0,0,0,1,0,0
Or7a35,0,0,0,0,0,0
Or7a36,0,0,0,0,0,0
Or7a37,0,0,0,1,0,0
Or7a38,0,0,0,0,0,0
Or7a39,0,0,0,0,0,0
Or7a40,0,0,0,0,0,0
Or7a41,0,0,0,0,0,0
Or7a42,0,0,0,0,0,0
Or7c19,0,0,0,0,0,0
Or7c70,0,0,0,0,0,0
Or7c74,0,1,0,0,0,0
Or7d10,0,0,0,0,0,0
Or7d11,0,0,0,0,0,0
Or7d12-ps1,0.5,1,1,1,1,1
Or7d9,0,1,0,3,0,0
Or7e165,0,0,0,0,0,0
Or7e166,0,0,0,0,0,0
Or7e168,0,0,0,0,0,0
Or7e169,0,0,0,1,0,0
Or7e170,0,0,0,0,0,0
Or7e173,0,0,0,0,0,0
Or7e174,0,0,0,0,0,0
Or7e175,0,0,0,0,1,0
Or7e176,1,0,0,0,0,1
Or7e177,0,0,0,0,0,0
Or7e178,1,0,1,0,0,3
Or7g12,0,0,0,0,0,0
Or7g16,0,0,0,0,0,0
Or7g17,0,0,0,0,0,0
Or7g18,0,0,0,0,0,0
Or7g19,0,0,0,0,1,2
Or7g20,0,0,0,0,0,1
Or7g21,0,0,0,0,0,0
Or7g22,0,0,0,0,0,0
Or7g25,0,0,0,0,0,0
Or7g26,0,0,0,0,0,0
Or7g27,0,0,0,0,1,0
Or7g28,0,0,0,0,0,0
Or7g29,0,0,0,0,0,0
Or7g30,0,0,0,0,0,0
Or7g32,1,0,0,0,0,0
Or7g33,0,0,0,0,0,0
Or7g34,0,0,0,0,0,0
Or7g35,0,0,0,0,0,0
Or7h8,0,0,0,0,0,0
Or8a1,0,0,0,0,0,0
Or8a1b,0,0,0,0,0,0
Or8b1,0,0,0,0,0,0
Or8b101,0,0,0,0,0,0
Or8b12,0,0,0,0,0,0
Or8b12b,0,0,0,0,0,0
Or8b12c,0,0,0,0,0,0
Or8b12i,0,0,0,0,0,0
Or8b1b,0,0,0,0,0,0
Or8b1c,0,0,0,0,0,0
Or8b1d,0,0,0,0,0,0
Or8b3,0,0,0,0,0,0
Or8b35,0,0,0,0,1,0
Or8b36,0,0,0,0,0,0
Or8b37,0,0,0,0,0,0
Or8b38,0,0,0,0,0,0
Or8b39,0,0,0,0,0,0
Or8b3b,0,0,0,0,0,0
Or8b4,0,0,0,0,0,0
Or8b40,0,0,0,0,0,0
Or8b41,0,0,0,0,0,0
Or8b42,0,0,0,0,0,0
Or8b43,0,0,0,0,0,0
Or8b44,0,0,0,0,0,0
Or8b46,0,0,0,0,0,0
Or8b47,0,0,0,0,0,0
Or8b48,0,0,0,0,0,0
Or8b49,0,1,0,0,0,0
Or8b50,0,0,0,0,0,0
Or8b51,0,0,0,0,0,0
Or8b52,0,0,0,0,0,0
Or8b53,18,23,44,26,25,42
Or8b54,0,1,1,0,0,1
Or8b55,0,0,0,0,0,0
Or8b56,0,0,0,0,0,0
Or8b57,0,0,0,0,0,0
Or8b8,1,0,0,0.5,0,0
Or8b9,0,0,0,0,0,1
Or8c10,0,0,0,0,0,0
Or8c11,0,0,0,0,0,0
Or8c13,0,0,0,0,0,0
Or8c15,0,1,0,0,0,0
Or8c16,0,0,0,0,0,0
Or8c17,0,0,0,0,0,0
Or8c20,0,0,0,0,0,0
Or8c8,0,0,0,0,0,0
Or8c9,0,0,0,0,0,0
Or8d1,0,0,0,0,0,0
Or8d1b,0,0,0,0,0,0
Or8d2,0,0,0,0,0,0
Or8d23,0,0,0,0,0,0
Or8d2b,0,0,0,0,0,0
Or8d4,0,0,0,0,0,0
Or8d6,0,0,0,0,0,0
Or8g17,0,0,0,0,0,0
Or8g18,0,0,0,0,0,0
Or8g19,0,1,0,0,0,0
Or8g2,0,0,0,0,0,0
Or8g20,0,0,0,0,0,0
Or8g21,0,0,0,0,0,1
Or8g23,0,0,0,0,0,0
Or8g24,0,0,0,0,0,0
Or8g26,0,0,0,0,0,0
Or8g27,0,0,0,0,0,0
Or8g28,0,0,0,0,0,0
Or8g29-ps1,1,0,0,0,0,0
Or8g2b,0,0,0,0,0,0
Or8g30,0,0,0,0,0,0
Or8g32,0,0,0,0,0,0
Or8g33,0,0,0,0,0,0
Or8g34,0,0,0,0,0,0
Or8g35,0,0,0,0,0,0
Or8g36,0,0,0,0,0,0
Or8g37,0,0,0,0,0,0
Or8g4,0,0,0,0,0,0
Or8g50,0,0,0,0,0,0
Or8g51,0,0,0,0,0,0
Or8g52,0,0,0,0,0,0
Or8g53,0,0,0,0,0,0
Or8g54,0,0,0,0,0,0
Or8g55,0,0,0,0,0,0
Or8h10,0,0,0,0,1,0
Or8h7,0,0,0,0,0,0
Or8h8,0,0,0,0,0,0
Or8h9,0,0,0,0,0,0
Or8i2,0,0,0,0,0,0
Or8j3,0,0,0,0,0,0
Or8j3b,0,0,0,0,0,0
Or8j3c,0,0,0,0,0,0
Or8k1,0,0,0,0,0,0
Or8k16,0,0,0,0,0,0
Or8k17,0,0,0,0,0,0
Or8k18,0,0,0,0,0,0
Or8k20,0,0,1,0,0,0
Or8k21,0,0,0,0,0,0
Or8k22,0,0,0,0,0,0
Or8k23,0,0,0,0,0,0
Or8k24,0,0,0,0,0,0
Or8k25,0,0,0,0,0,0
Or8k27,0,0,0,0,0,0
Or8k28,0,0,0,0,0,0
Or8k3,0,0,0,0,0,0
Or8k30,0,0,0,0,0,0
Or8k31-ps1,0,0,0,0,0,0
Or8k32,0,0,0,0,0,0
Or8k33,1,0,0,0,0,0
Or8k35,0,0,0,0,0,0
Or8k37,0,0,0,0,0,0
Or8k38,0,0,0,0,0,0
Or8k39,0,0,0,0,0,0
Or8k3b,0,0,0,1,0,0
Or8k40,0,0,0,0,0,0
Or8k41,0,0,0,0,0,0
Or8k53,0,0,0,0,0,0
Or8s10,0,0,0,0,0,0
Or8s16,0,0,0,0,0,0
Or8s2,0,0,0,0,0,0
Or8s5,0,0,0,0,0,0
Or8s8,0,0,0,0,0,0
Or8u10,0,0,0,0,0,0
Or8u3-ps,0,0,0,0,1,0
Or8u8,0,0,0,0,0,0
Or8u9,0,0,0,0,0,0
Or8w1,0,0,0,0,0,0
Or9a2,0,0,0,1,0,0
Or9a4,0,0,0,0,0,2
Or9a7,0,0,0,0,0,0
Or9e1,0,0,0,0,0,0
Or9g10,0,0,0,0,1,0
Or9g19,0,0,0,0,0,0
Or9g20,1,0,0,0,0,0
Or9g3,0,0,0,0,0,0
Or9g4,0,0,0,0,1,0
Or9g4b,0,0,0,0,0,0
Or9g8,0,0,0,0,0,0
Or9i1,0,0,0,0,0,0
Or9i14,0,0,0,0,0,0
Or9i16,0,0,0,0,0,0
Or9i1b,0,0,0,0,0,0
Or9i2,1,0,0,0,0,0
Or9k2,0,0,0,0,0,0
Or9k2b,0,0,0,0,0,0
Or9k7,0,0,0,0,0,0
Or9m1,0,0,0,0,0,0
Or9m1b,0,0,0,0,0,0
Or9m2,0,0,0,0,0,0
Or9q1,0,0,0,0,0,0
Or9q2,0,0,0,0,0,0
Or9r3,0,0,0,0,0,0
Or9r7,0,0,0,0,0,0
Or9s13,0,0,0,0,0,0
Or9s14,0,0,0,0,0,0
Or9s15,0,0,0,0,0,0
Or9s18,0,0,1,0,0,0
Or9s23,0,0,0,0,0,0
Or9s27,0,0,0,0,0,0
Orai1,4735.5,3111.83,4962.33,3858.83,3304,3034
Orai2,3950,3454,5341,4964,15598,6111
Orai3,4508.5,3943.33,4727,2829,2003,2561
Orc1,182.33,130.5,178.33,102.83,141.5,129
Orc2,1078.5,829,1223,868,1138.5,1029.5
Orc3,2758.5,2651.5,3560.5,2318,2544,2885
Orc4,1283,1101.5,1753,1333.5,1938,1903.5
Orc5,1230,1086.5,1542,735.5,602,800
Orc6,987,826,913,601.5,742,848
Orly,0,0,0,0,0,0
Orm1,56,35,40,56,48.5,68
Orm2,36.5,42.5,58.5,52.5,187,49
Orm3,35,54,38,36.5,152,79
Ormdl1,989,769,985,587.5,645,606.5
Ormdl2,2193.5,1760.5,1905,1493,1543,1682.5
Ormdl3,1293,1046,1183,877,836,1125
Os9,24920,22370,25632.5,24736,20296,25976.33
Osbp,7861,6565,8359,8393,9867,8951.5
Osbp2,6.25,4,5.5,4,6.5,1.33
Osbpl10,16.5,21.5,18.83,14.5,23,21
Osbpl11,6080,5093,9987.5,4587,5343.5,5849
Osbpl1a,780,592.5,913,748,903.33,934
Osbpl2,1861.67,1537.17,2238.83,1265.67,894.83,1058.17
Osbpl3,228,218,259.5,212.5,364,177.5
Osbpl5,191,146,146.5,103,94.5,129
Osbpl6,24,38,67,25,27,33
Osbpl7,1443.5,1111.5,1957.5,928.5,1209,1319.5
Osbpl8,5246,5288.5,8215,7037.5,13217.5,12686.5
Osbpl9,13728,10844,15550.33,11003.33,11170,11032.5
Oscar,3,2,8,0,6,11
Oscp1,1036,1216,902,859,518.5,1482
Oser1,549.5,436.5,630,495.5,734.5,718.5
Osgep,2467,1951.5,2426,1910.5,1691,1715
Osgepl1,292,249.5,365.5,167,172,270.5
Osgin1,246,203.5,355,196,291.5,443.5
Osgin2,763,561,844,1358,3065,1471
Osm,1046,441,716,7703,4675,5779
Osmr,7,1,4,6,113.5,57
Osr1,2,6,2,2,0,5
Osr2,0,0,1,1,2,2
Ost4,5375,3845,4609.5,4301,4317,3594.5
Ostc,6037,4802,4844.5,4568,5861,4566
Ostf1,23878.5,17906.5,24711,18619,19855,16762
Ostm1,5352,4102,6151,5402,4927.5,4390.5
Ostn,1,1,2.5,1.5,10,3
Otc,0,0.5,2,2,1.5,0
Otoa,4,1,4,4,9,5
Otof,177,236,162,184,98,119
Otog,2,1,0,2,3,2
Otogl,1,1,1,2,10,3
Otol1,0,0,0,0,1,0
Otop1,2,2,4,5,1,1
Otop2,0.5,1,2,1.5,1.5,0
Otop3,0,0,0,0,2,1
Otor,0,0,0,0,1,1
Otos,9,4,25,6,4,6
Otp,0,0,0,0,1,0
Ott,0,0,0,0,0,0
Otub1,5139,3873.5,5651,4440.5,4395,3956.5
Otub2,301,231,249,222,179,270
Otud1,1952.5,1887.5,1699.5,746.5,1056,1116.5
Otud3,1918,1643,2314.5,1607,1988.5,2072
Otud4,3707.5,3421,4809.5,4277,7285.5,7436
Otud5,8291.5,7296,9919,8223.5,9670.75,8737.5
Otud6a,1,0,0,0.5,1,0.5
Otud6b,2415.5,1960.5,2590.5,2049.5,2284,2221
Otud7a,32,23,34.5,38.83,48.5,32
Otud7b,2875.5,2586.5,2586,2113.5,2445.5,3422.5
Otulin,2832.33,2077.5,2769,2083,2212,1759
Otulinl,2580,1911,4209,2413,3462,1841
Otx1,0,1,0,0,0,0
Otx2,0,0,0,0,0,0
Otx2os1,5.5,4.5,2.5,4.5,11,3.5
Ovca2,1087,814.5,1013,990.33,880,942
Ovch2,0,0,0,0,0,0
