gene,SRR13422665,SRR13422666,SRR13422667,SRR13422668,SRR13422669,SRR13422670,SRR13422671,SRR13422672
Gm40900,0,0,0,0,0,0,0,0
Gm40903,0,0,0,0,0,0,0,0
Gm40904,0,0,0,0,0,0,0,0
Gm40905,0,0,0,0,0,0,0,0
Gm40906,0,0,0,0,0,0,0,0
Gm40908,0,0,0,0,0,0,0,0
Gm40909,0,0,0,0,0,6,0,2
Gm40910,0,5,2,0,0,1,0,0
Gm40912,68,25,38,31,15,27,13,53
Gm40913,11,9,13,20,5,10,2,6
Gm40914,0,0,0,0,0,0,0,0
Gm40915,0,0,0,0,0,0,0,0
Gm40916,0,0,0,0,0,0,0,0
Gm40917,0,0,0,0,0,0,0,0
Gm40918,0,0,0,0,0,0,0,0
Gm40921,0,0,0,0,0,0,0,0
Gm40922,0,0,0,0,0,0,0,0
Gm40923,0,0,0,0,0,0,0,0
Gm40924,0,1,0,0,0,7,1,0
Gm40925,0,0,0,0,0,0,0,0
Gm40929,0,0,0,0,0,0,0,0
Gm40930,0,0,0,0,0,4,0,0
Gm40931,0,0,0,0,0,0,0,0
Gm40932,0,0,0,0,0,1,0,0
Gm40933,0,0,0,0,0,0,0,0
Gm40934,0,0,0,0,0,0,0,0
Gm40935,1,0,0,0,0,1,0,0
Gm40936,0,0,0,0,0,0,0,0
Gm40938,0,0,0,0,0,0,0,0
Gm40940,0,0,0,0,0,0,0,0
Gm40942,1,3,2,5,1,3,5,4
Gm40943,17,14,6,18,18,0,8,14
Gm40946,0,0,0,0,0,0,0,3
Gm40947,0,0,0,0,0,0,0,0
Gm40948,0,0,0,0,0,0,0,0
Gm40950,0,0,0,0,0,0,0,0
Gm40952,0,0,0,0,0,0,0,0
Gm40954,0,0,0,0,0,0,0,0
Gm40955,0,0,0,0,0,0,0,0
Gm40959,0,0,0,0,1,0,0,0
Gm40960,3,0,1,1,0,2,0,0
Gm40962,0,0,0,0,0,0,0,0
Gm40964,0,0,0,0,0,0,0,0
Gm40966,1,0,0,0,0,0,0,0
Gm40968,0,0,0,0,0,0,0,0
Gm40972,0,0,0,0,0,0,0,0
Gm40975,0,0,0,0,0,0,0,0
Gm40976,0,0,0,0,0,0,0,0
Gm40981,0,0,0,0,0,0,0,0
Gm40982,0,0,0,0,0,0,0,0
Gm40983,0,0,0,0,0,0,0,0
Gm40986,0,0,0,0,0,0,0,0
Gm40987,0,0,0,0,0,0,0,0
Gm40988,0,0,0,0,0,0,0,0
Gm40989,0,0,0,0,0,0,0,1
Gm40993,0,0,0,0,0,0,0,0
Gm40994,0,0,0,0,0,0,0,0
Gm40996,1,0,13,9,4,6,9,5
Gm40997,0,0,0,0,0,0,0,0
Gm40998,0,0,0,0,0,0,0,0
Gm40999,0,0,0,0,0,0,0,0
Gm41,0,0,0,0,0,0,0,0
Gm41000,0,0,0,0,0,0,0,0
Gm41001,0,0,0,0,0,0,0,0
Gm41002,0,0,0,0,0,0,0,0
Gm41003,0,0,0,4,0,0,0,0
Gm41004,0,0,0,0,4,0,0,0
Gm41005,0,0,0,0,0,0,0,0
Gm41006,0,2,0,0,0,0,0,0
Gm41007,0,0,0,0,0,0,0,0
Gm41008,0,0,0,0,0,0,0,0
Gm41009,0,0,0,0,0,0,0,2
Gm41011,0,0,2,0,0,0,0,0
Gm41012,0,0,0,0,0,0,0,0
Gm41013,0,0,0,0,0,0,0,0
Gm41014,0,0,0,0,0,0,0,0
Gm41016,10,0,0,0,0,2,0,0
Gm41018,0,0,0,0,0,0,0,0
Gm41019,0,0,0,0,0,0,0,0
Gm41020,0,0,0,0,0,0,0,0
Gm41021,0,0,0,0,0,0,0,0
Gm41022,1,0,0,4,0,0,0,0
Gm41024,1,0,0,8,0,3,0,0
Gm41025,13,0,3,0,6,17,1,11
Gm41027,0,0,0,0,0,0,0,0
Gm41028,0,0,0,0,0,0,0,0
Gm41029,0,0,0,0,0,0,0,1
Gm41030,0,0,0,0,0,0,0,0
Gm41031,0,0,0,0,0,0,0,0
Gm41032,0,0,0,0,0,0,0,0
Gm41033,0,0,0,1,0,0,0,2
Gm41036,0,0,0,0,7,0,0,0
Gm41039,0,0,0,0,0,0,0,0
Gm41040,0,0,0,0,1,0,1,2
Gm41042,0,0,0,0,0,0,0,0
Gm41043,0,0,0,0,0,0,0,0
Gm41044,0,0,0,0,0,0,0,0
Gm41045,0,0,0,0,0,0,0,0
Gm41046,0,0,2,0,0,1,4,0
Gm41047,0,0,0,0,0,0,0,0
Gm41048,0,0,0,0,0,0,0,0
Gm41049,0,0,0,0,4,0,2,0
Gm41050,0,0,0,0,0,0,0,0
Gm41053,0,0,0,0,0,0,0,0
Gm41054,0,0,0,0,0,0,0,0
Gm41055,0,1,3,4,5,19,10,9
Gm41056,1,2,4,0,2,3,4,3
Gm41057,0,0,0,0,0,0,0,0
Gm41058,0,0,0,0,0,0,0,0
Gm41059,0,0,0,0,0,0,0,0
Gm41060,0,0,0,0,0,0,0,0
Gm41061,0,0,0,0,0,0,0,0
Gm41062,5,0,0,8,0,6,3,5
Gm41063,0,0,0,0,0,0,0,0
Gm41065,6,0,2,0,0,0,0,7
Gm41067,0,0,0,0,0,0,0,0
Gm41069,0,0,0,0,0,0,0,0
Gm4107,8,0,0,0,1,0,0,0
Gm41070,0,0,0,0,0,0,0,0
Gm41071,0,9,0,2,7,0,0,6
Gm41072,0,0,0,0,0,0,0,0
Gm41074,0,0,0,1,0,2,0,0
Gm41075,0,0,0,0,0,0,0,0
Gm41077,1,1,4,5,0,3,3,2
Gm41079,0,0,0,0,0,0,0,0
Gm41086,0,0,0,0,0,0,0,0
Gm41087,0,0,0,0,0,0,0,0
Gm41088,0,0,0,0,0,0,0,0
Gm41090,0,0,0,0,0,0,0,0
Gm41093,0,0,0,0,0,0,0,0
Gm41095,0,0,0,0,0,0,0,0
Gm41096,0,0,0,0,0,0,0,0
Gm41097,0,0,0,0,0,0,0,0
Gm41098,134,62,60,84,74,43,59,129
Gm41099,0,0,0,0,0,0,0,0
Gm41101,0,0,0,0,0,0,0,0
Gm41102,0,0,0,0,0,0,0,0
Gm41104,0,0,0,0,0,0,0,0
Gm41106,1,0,0,0,0,0,0,0
Gm41107,92,18,52,76,50,35,35,64
Gm41108,0,0,0,0,0,0,0,0
Gm41109,0,0,0,0,0,0,0,0
Gm41110,0,0,0,0,0,0,0,0
Gm41111,0,0,0,0,0,0,0,0
Gm41112,0,0,0,0,0,0,0,0
Gm41113,7,22,4,6,4,2,4,13
Gm41114,0,0,0,0,0,0,0,0
Gm41118,0,0,0,0,0,0,0,0
Gm41121,4,0,1,0,7,2,0,3
Gm41125,0,0,2,0,1,0,0,0
Gm41127,0,0,0,0,0,0,0,0
Gm41130,0,0,1,0,1,0,0,0
Gm41131,0,0,0,0,0,0,1,0
Gm41133,0,0,0,0,0,0,0,0
Gm41135,0,0,0,0,0,0,0,0
Gm41139,0,0,0,0,0,0,0,0
Gm41141,0,0,0,0,0,0,0,0
Gm41142,0,0,0,0,0,0,0,0
Gm41143,0,0,0,0,0,0,0,0
Gm41144,13,23,3,30,14,12,8,27
Gm41145,0,0,0,0,0,0,1,0
Gm41146,0,0,0,0,0,0,0,0
Gm41147,0,0,1,0,0,0,0,0
Gm41148,0,0,0,0,0,0,0,0
Gm41149,0,0,0,0,0,0,0,0
Gm41153,0,0,0,0,0,0,0,0
Gm41158,0,0,0,0,0,0,4,1
Gm41161,0,0,0,0,0,0,0,0
Gm41162,0,0,0,0,0,0,0,0
Gm41164,0,0,0,0,0,0,0,0
Gm41165,0,0,0,0,0,0,0,0
Gm41166,0,0,0,0,0,0,0,0
Gm41167,0,0,0,0,0,0,0,0
Gm41168,0,0,0,0,0,0,0,0
Gm41169,0,0,0,0,0,0,0,0
Gm4117,10,0,0,0,0,0,4,5
Gm41171,0,0,0,0,0,0,0,0
Gm41172,0,0,0,0,0,0,0,0
Gm41173,0,0,3,0,0,0,0,2
Gm41175,0,0,0,0,0,0,0,0
Gm41176,0,0,0,0,0,0,1,0
Gm41177,0,0,0,0,0,0,0,0
Gm41178,0,0,0,0,0,0,0,0
Gm41181,0,0,0,0,0,0,0,0
Gm41182,0,0,0,0,0,0,0,0
Gm41183,0,0,0,0,0,0,0,0
Gm41184,0,0,0,0,0,0,0,0
Gm41188,0,0,0,0,0,0,0,0
Gm41189,0,0,0,0,0,0,0,0
Gm41190,0,0,0,0,0,0,0,0
Gm41191,0,0,0,0,0,0,0,0
Gm41192,0,0,0,0,0,0,0,0
Gm41194,0,0,0,0,0,0,0,0
Gm41197,0,0,0,0,0,0,0,0
Gm41198,0,0,0,0,0,0,0,0
Gm4120,0,0,0,0,0,0,0,0
Gm41203,0,0,0,0,0,0,0,0
Gm41204,0,0,0,0,0,0,0,0
Gm41205,0,0,0,0,0,0,0,0
Gm41206,0,0,0,0,1,0,0,0
Gm41207,0,0,0,0,0,0,0,0
Gm41208,0,0,0,0,0,0,0,0
Gm41209,0,0,0,5,0,0,0,0
Gm41210,0,0,0,0,0,0,0,0
Gm41212,0,0,0,0,0,0,0,0
Gm41214,0,0,0,0,0,0,0,0
Gm41215,13,0,1,2,0,1,2,1
Gm41217,0,0,0,0,0,0,0,0
Gm41218,0,0,0,0,0,0,0,0
Gm41219,0,0,0,0,0,0,0,0
Gm41220,0,0,0,0,0,0,0,0
Gm41222,0,0,0,2,0,0,0,0
Gm41223,0,0,0,0,0,0,0,2
Gm41225,0,0,0,0,0,0,0,0
Gm41226,0,0,0,0,0,0,0,0
Gm41228,0,0,0,0,3,0,0,0
Gm4123,0,0,0,0,2,0,0,0
Gm41230,0,0,0,0,0,0,0,0
Gm41231,0,0,0,0,0,0,0,0
Gm41232,0,0,0,0,0,0,0,0
Gm41233,0,0,0,0,0,0,0,0
Gm41234,0,0,0,0,0,0,0,0
Gm41235,0,11,13,8,14,23,8,10
Gm41236,0,0,0,0,0,0,0,0
Gm41237,0,0,0,0,0,0,0,1
Gm41238,0,0,0,0,0,0,0,0
Gm41239,0,0,0,0,0,0,0,0
Gm41240,0,0,0,0,0,0,0,0
Gm41241,0,0,0,0,0,0,0,0
Gm41242,0,0,0,0,0,0,0,0
Gm41243,0,0,0,0,0,0,0,0
Gm41244,0,0,0,0,0,0,0,0
Gm41246,0,0,0,0,0,0,0,0
Gm41247,0,0,0,0,0,0,0,0
Gm41248,0,0,0,0,0,0,0,0
Gm41249,0,0,0,0,0,0,0,0
Gm41250,0,0,0,0,0,0,0,0
Gm41251,0,0,0,0,0,0,0,0
Gm41252,0,0,0,0,0,2,0,3
Gm41253,0,0,3,1,0,2,0,0
Gm41254,11,8,12,22,36,15,23,44
Gm41255,0,0,0,0,0,0,0,0
Gm41256,0,0,0,0,0,0,0,0
Gm41257,0,1,6,4,6,7,0,5
Gm41258,0,0,0,0,0,0,0,0
Gm41259,0,0,0,0,0,0,0,0
Gm41261,0,7,0,0,0,0,0,0
Gm41262,0,0,0,0,0,0,0,0
Gm41263,0,0,0,0,0,0,0,0
Gm41264,0,0,0,0,0,0,0,0
Gm41265,0,0,0,0,0,0,0,0
Gm41268,0,0,0,0,0,0,0,0
Gm41269,0,0,0,0,0,0,0,0
Gm41271,0,0,0,0,0,0,0,0
Gm41272,0,0,0,0,1,0,0,0
Gm41273,0,0,0,0,0,0,0,0
Gm41274,0,0,0,0,0,0,0,0
Gm41276,0,0,0,0,0,0,0,0
Gm41277,0,0,0,0,0,0,0,0
Gm41278,0,0,0,0,0,0,0,0
Gm41279,1,0,6,0,0,0,4,2
Gm41281,0,0,0,0,0,0,0,0
Gm41284,0,0,0,3,3,0,1,5
Gm41285,0,7,2,0,0,0,0,0
Gm41286,0,0,0,0,0,0,0,0
Gm41289,0,0,0,0,0,0,0,0
Gm4129,0,0,7,0,0,6,1,3
Gm41290,0,0,0,0,0,0,0,0
Gm41291,15,22,8,46,12,16,16,11
Gm41292,0,0,0,0,0,0,2,0
Gm41293,0,0,0,0,1,0,0,0
Gm41294,0,0,0,0,0,0,0,0
Gm41296,0,0,0,0,0,0,0,0
Gm41297,0,0,0,0,0,0,0,0
Gm41298,0,0,0,4,0,0,0,0
Gm41299,0,0,0,0,0,0,0,0
Gm41300,0,13,1,0,3,1,0,2
Gm41301,0,0,0,0,0,0,0,0
Gm41302,0,0,0,0,0,0,0,0
Gm41303,0,0,0,0,0,0,0,0
Gm41304,0,0,0,0,0,0,0,0
Gm41305,0,1,1,0,0,0,0,0
Gm41306,0,0,0,0,7,0,0,0
Gm41307,14,17,14,42,24,32,34,62
Gm41308,12,5,9,5,6,0,4,12
Gm41309,0,0,0,0,0,9,0,0
Gm4131,6,4,1,11,1,0,3,1
Gm41311,0,0,0,0,0,0,0,0
Gm41312,0,0,0,0,0,0,0,0
Gm41313,4,0,1,1,0,0,2,0
Gm41315,0,0,0,0,0,0,0,0
Gm41316,0,0,0,0,0,0,0,0
Gm41317,0,0,0,0,0,0,0,0
Gm41318,0,0,0,0,0,0,0,0
Gm41320,3,0,0,2,3,0,0,3
Gm41321,0,0,0,0,0,0,0,0
Gm41322,0,0,0,0,0,0,0,0
Gm41325,0,0,0,0,0,0,0,0
Gm41326,0,0,0,0,0,0,0,0
Gm41328,0,0,0,0,0,0,0,0
Gm41329,0,0,0,0,0,0,0,0
Gm41331,0,0,0,0,0,0,0,2
Gm41333,0,0,0,0,0,0,0,0
Gm41334,0,0,0,0,0,0,0,0
Gm41335,0,0,0,0,0,0,0,0
Gm41336,0,0,0,0,0,0,0,0
Gm41338,18,16,9,20,18,4,8,7
Gm41339,0,0,0,0,0,0,0,2
Gm41340,0,0,0,0,0,0,0,0
Gm41341,0,0,0,0,0,0,0,0
Gm41343,0,5,0,3,2,2,1,2
Gm41344,0,0,0,0,0,0,0,0
Gm41347,0,0,0,0,0,0,0,0
Gm41348,0,0,0,0,0,0,0,0
Gm41349,0,0,0,0,0,0,0,0
Gm41350,0,0,0,0,0,0,0,0
Gm41352,0,1,0,0,2,0,0,0
Gm41353,0,0,0,0,0,0,0,0
Gm41355,0,0,0,0,0,0,0,0
Gm41358,0,0,0,0,0,0,0,0
Gm41359,0,0,0,0,0,0,0,0
Gm41361,0,0,4,3,0,0,0,0
Gm41362,3,0,0,0,0,0,5,0
Gm41363,0,0,0,0,0,0,0,0
Gm41366,0,0,0,0,0,0,0,0
Gm41368,0,0,0,0,0,0,0,0
Gm41370,0,0,0,0,0,0,0,0
Gm41372,0,0,0,0,0,0,0,0
Gm41374,0,0,0,0,0,0,0,0
Gm41375,0,0,0,0,0,0,0,0
Gm41376,0,0,0,0,0,0,0,0
Gm41385,0,0,0,0,0,0,0,0
Gm41386,0,4,1,2,17,8,7,11
Gm41387,0,0,0,0,0,0,0,0
Gm41388,0,0,0,0,0,0,0,0
Gm41392,0,0,0,0,0,0,0,0
Gm41393,0,0,0,0,0,0,0,0
Gm41394,0,0,0,0,0,0,0,0
Gm41395,12,10,0,1,0,0,0,3
Gm41396,5,2,1,0,0,0,5,0
Gm41398,0,0,0,0,0,0,0,0
Gm41399,0,0,0,0,0,0,0,0
Gm41401,0,0,0,0,0,0,0,0
Gm41402,3,0,0,0,0,0,0,0
Gm41403,0,0,0,0,0,0,0,0
Gm41404,0,0,0,0,0,0,0,0
Gm41405,0,0,0,0,0,0,0,0
Gm41406,0,0,0,0,0,0,1,3
Gm41408,28,25,21,13,14,22,9,13
Gm41409,0,0,8,7,0,2,4,2
Gm41410,6,38,21,59,21,7,7,35
Gm41414,0,0,0,0,0,0,1,0
Gm41416,0,0,0,0,0,0,0,0
Gm41418,0,0,0,0,0,0,0,0
Gm41419,0,0,0,0,0,0,0,0
Gm41420,4,0,0,0,0,0,0,5
Gm41421,0,3,0,0,0,0,0,4
Gm41423,0,0,0,0,0,0,0,0
Gm41424,7,0,0,0,1,8,0,0
Gm41425,0,0,0,0,0,0,0,0
Gm41427,0,0,0,0,0,0,0,0
Gm41428,0,0,0,0,7,0,0,0
Gm41429,0,0,0,0,0,0,0,0
Gm41431,0,0,0,2,0,0,1,0
Gm41432,0,0,0,0,0,0,0,0
Gm41433,0,0,0,0,0,0,0,0
Gm41435,0,0,0,0,0,0,0,0
Gm41436,0,0,0,0,0,0,0,0
Gm41439,0,0,0,0,0,0,0,0
Gm41440,0,0,0,0,0,0,0,0
Gm41442,0,0,7,2,0,11,11,27
Gm41443,0,0,0,0,0,0,0,0
Gm41447,0,0,0,0,0,0,0,0
Gm41448,0,1,0,0,0,0,0,0
Gm41450,28,30,12,28,15,5,7,32
Gm41451,0,0,0,0,0,0,0,0
Gm41452,0,0,0,0,0,0,0,0
Gm41453,0,0,0,0,0,0,0,1
Gm41454,0,0,0,0,0,0,0,0
Gm41458,0,0,0,0,0,0,0,0
Gm41459,0,0,0,3,0,0,0,0
Gm4146,0,0,0,0,0,0,0,3
Gm41461,324,255,199,256,139,151,87,210
Gm41462,0,0,0,0,0,0,0,0
Gm41463,0,0,0,0,0,0,0,0
Gm41464,0,0,0,0,0,0,0,0
Gm41466,0,0,0,0,0,0,0,0
Gm41469,0,0,0,0,0,0,0,0
Gm41470,0,0,0,0,0,0,0,0
Gm41471,0,0,0,0,0,0,0,0
Gm41472,0,0,0,0,0,0,0,0
Gm41474,0,0,0,1,0,0,0,0
Gm41477,0,0,0,0,0,0,1,0
Gm41479,0,0,0,0,0,0,0,0
Gm41480,0,1,0,0,0,0,0,0
Gm41481,0,0,0,0,0,0,0,0
Gm41482,0,0,0,0,0,0,0,0
Gm41483,0,0,0,0,0,0,0,0
Gm41484,0,0,0,0,0,0,0,0
Gm41485,0,0,0,0,2,0,0,0
Gm41486,0,0,0,0,0,0,0,0
Gm41487,0,0,0,0,0,0,0,0
Gm41488,0,0,0,0,0,0,0,0
Gm41490,0,0,0,0,0,0,0,0
Gm41492,0,0,0,0,10,8,2,3
Gm41495,0,0,0,0,0,0,0,0
Gm41496,8,0,0,2,0,1,3,0
Gm41497,0,0,0,0,0,0,0,0
Gm41498,52,19,27,23,15,7,15,29
Gm41499,0,0,0,0,0,0,0,0
Gm41501,0,3,1,6,2,0,4,3
Gm41502,0,0,0,0,0,0,0,0
Gm41504,0,0,0,0,0,0,0,0
Gm41505,0,0,0,0,0,0,0,2
Gm41506,0,0,0,0,0,0,0,0
Gm41507,10,0,1,9,0,0,0,5
Gm41508,0,0,0,0,0,0,2,0
Gm41509,0,0,0,0,0,0,0,0
Gm4151,0,0,0,0,0,0,0,0
Gm41510,0,0,0,0,0,0,0,0
Gm41512,0,0,0,0,0,0,0,0
Gm41513,0,0,0,0,0,0,0,0
Gm41515,0,0,0,0,0,0,0,0
Gm41516,0,0,0,0,0,0,0,0
Gm41517,0,0,0,0,0,0,0,0
Gm41519,0,0,0,0,0,0,0,2
Gm41523,34,9,6,25,0,24,9,18
Gm41525,0,0,0,0,0,0,0,0
Gm41526,0,0,0,0,0,0,0,0
Gm41527,0,0,0,0,0,0,4,0
Gm41530,0,0,0,0,0,0,0,0
Gm41531,0,0,0,0,0,0,0,0
Gm41532,14,12,4,25,25,21,19,42
Gm41533,0,0,0,0,1,0,0,0
Gm41534,0,0,0,0,0,0,0,0
Gm41537,0,0,0,0,0,0,4,0
Gm41538,0,0,0,0,5,0,0,5
Gm41539,0,0,0,0,0,0,0,0
Gm41541,0,0,0,4,3,0,2,0
Gm41543,0,0,0,0,0,0,0,0
Gm41545,0,0,0,0,2,0,2,0
Gm41546,0,0,0,0,0,0,0,0
Gm41547,0,0,0,0,0,0,0,0
Gm41549,0,0,0,0,0,0,0,0
Gm41550,0,0,0,0,0,0,0,0
Gm41553,36,55,27,44,26,39,41,40
Gm41555,0,0,0,0,0,0,0,0
Gm41556,0,2,0,0,0,0,2,2
Gm41557,0,0,0,0,0,0,0,0
Gm41559,0,0,0,0,9,0,0,0
Gm41561,0,0,0,0,0,0,0,0
Gm41562,0,0,0,0,0,0,0,0
Gm41563,0,0,0,0,0,0,0,0
Gm41564,0,0,0,0,0,0,0,0
Gm41565,0,0,0,0,0,0,0,0
Gm41566,0,0,0,0,0,0,0,0
Gm41568,0,0,0,0,0,0,0,0
Gm41569,17,0,5,6,13,5,10,16
Gm41570,0,0,0,4,0,0,0,0
Gm41576,0,0,0,0,0,0,0,0
Gm41577,0,0,0,0,0,0,0,0
Gm41579,0,0,0,0,0,0,0,0
Gm41581,0,0,0,0,0,0,0,0
Gm41582,0,0,0,0,0,0,0,0
Gm41584,0,0,0,0,0,0,0,0
Gm41585,0,0,0,0,0,0,0,0
Gm41588,0,0,0,0,0,0,0,0
Gm41589,0,3,0,0,0,3,0,0
Gm41590,0,0,0,0,0,0,0,0
Gm41591,0,0,0,0,0,0,0,0
Gm41594,0,0,0,0,0,0,0,0
Gm41597,0,0,0,1,0,0,0,0
Gm41598,0,0,0,0,0,0,0,0
Gm41600,0,0,0,0,0,0,0,0
Gm41601,0,0,0,0,0,0,0,0
Gm41603,3,19,0,8,2,8,2,8
Gm41604,0,0,0,0,0,0,0,0
Gm41607,484,356,311,382,233,250,214,430
Gm41608,9,1,4,4,0,0,0,2
Gm41609,0,0,1,0,0,0,0,0
Gm41610,8,10,10,9,0,18,1,6
Gm41611,11,16,22,16,18,23,11,24
Gm41613,0,0,0,0,0,0,0,0
Gm41615,0,0,0,0,0,0,0,0
Gm41616,0,0,0,0,0,0,0,2
Gm41620,17,11,15,18,4,0,6,2
Gm41622,0,0,0,0,0,0,0,0
Gm41624,0,0,0,0,0,0,0,0
Gm41625,0,0,0,0,0,0,0,0
Gm41626,0,1,0,0,0,0,0,0
Gm41629,0,0,0,0,0,0,0,0
Gm41631,0,0,0,0,0,0,0,0
Gm41635,0,0,0,0,0,0,0,0
Gm41637,0,0,3,0,0,0,0,0
Gm41638,0,0,0,0,1,0,0,0
Gm41640,29,33,11,13,12,22,13,20
Gm41642,0,0,0,0,0,0,0,0
Gm41644,0,0,0,0,0,0,0,0
Gm41645,0,0,0,0,0,0,0,0
Gm41647,0,0,0,0,0,0,0,0
Gm41649,0,0,0,0,0,0,0,0
Gm41653,0,0,0,0,0,0,0,0
Gm41657,0,0,0,0,0,0,0,0
Gm41658,0,0,0,0,1,0,0,0
Gm41659,4,0,3,0,23,24,8,36
Gm4166,0,0,0,0,0,0,0,0
Gm41662,7,6,12,8,31,7,20,11
Gm41663,0,0,0,0,0,0,0,0
Gm41664,0,2,3,0,0,1,0,1
Gm41665,0,0,0,0,0,0,0,0
Gm41666,7,2,0,0,2,8,0,2
Gm41667,0,0,0,0,0,0,0,3
Gm41668,0,0,0,0,0,0,0,0
Gm41670,0,0,0,0,0,0,0,0
Gm41672,0,0,0,0,0,0,0,0
Gm41673,0,0,0,0,0,0,0,0
Gm41674,0,0,0,0,0,0,0,0
Gm41675,0,0,0,0,0,0,0,0
Gm41676,1,0,0,0,0,0,0,1
Gm41677,4,0,0,0,0,0,0,0
Gm41680,0,0,0,0,0,0,0,0
Gm41681,0,0,0,0,0,0,0,0
Gm41683,0,0,0,0,0,0,0,0
Gm41684,0,0,0,0,0,0,0,0
Gm41686,0,0,0,0,0,0,4,0
Gm41688,0,0,0,9,0,0,2,1
Gm41690,0,0,0,0,0,0,0,0
Gm41691,0,0,0,0,0,0,0,0
Gm41692,0,0,0,0,0,0,0,0
Gm41693,0,0,5,0,5,0,0,5
Gm41694,0,0,0,0,0,0,0,0
Gm41695,0,0,0,0,0,1,1,1
Gm41696,4,9,14,2,6,1,6,13
Gm41698,0,1,0,0,0,0,4,0
Gm41699,0,0,1,0,0,0,8,6
Gm41701,0,0,0,0,0,0,0,2
Gm41702,3,0,0,3,5,0,8,4
Gm41703,8,0,0,0,0,0,1,0
Gm41704,0,0,0,0,0,0,0,0
Gm41707,0,0,0,0,0,0,0,0
Gm41708,0,0,0,0,0,0,0,0
Gm41710,0,0,0,0,0,0,0,0
Gm41713,0,0,0,0,3,0,0,0
Gm41714,0,0,0,0,0,0,0,0
Gm41715,0,0,0,0,0,0,0,0
Gm41716,0,0,0,0,0,0,0,0
Gm41717,0,0,0,0,0,0,0,0
Gm41718,0,0,0,0,0,0,0,0
Gm41720,0,0,0,0,0,0,0,0
Gm41721,0,0,0,0,0,0,0,0
Gm41722,0,0,0,0,0,0,0,0
Gm41723,0,0,0,0,0,0,0,0
Gm41724,17,5,0,2,0,1,6,1
Gm41725,0,0,0,0,0,0,0,0
Gm41726,0,0,0,0,0,0,0,0
Gm41728,0,0,0,0,0,0,1,0
Gm41729,0,0,0,0,0,0,0,0
Gm41730,0,0,0,0,0,0,0,0
Gm41731,0,6,0,0,0,0,0,0
Gm41733,0,0,0,0,0,0,0,0
Gm41734,0,0,0,0,0,0,0,0
Gm41736,0,0,0,0,0,0,0,0
Gm41738,0,0,0,0,0,0,0,1
Gm41741,0,0,0,0,0,0,0,0
Gm41742,0,0,0,0,0,0,0,0
Gm41744,0,1,0,0,0,0,0,0
Gm41745,0,0,0,0,0,0,0,0
Gm41747,0,0,0,0,0,0,0,0
Gm41748,0,0,0,0,0,0,0,0
Gm41750,0,0,0,0,0,0,0,0
Gm41751,0,0,0,0,0,0,0,0
Gm41752,0,0,0,0,0,0,0,0
Gm41753,2,0,0,0,2,0,0,0
Gm41754,0,0,0,0,0,0,0,0
Gm41756,0,0,0,0,0,0,0,0
Gm41757,0,0,0,1,0,0,0,0
Gm41758,3,0,0,0,0,0,0,1
Gm41759,0,0,0,0,0,0,0,0
Gm41762,0,0,0,0,0,0,0,0
Gm41765,0,0,0,0,0,0,0,0
Gm41766,0,0,0,0,0,0,0,0
Gm41767,0,0,0,0,0,0,0,0
Gm41768,0,0,0,0,0,0,0,0
Gm41770,0,0,0,0,0,0,0,0
Gm41772,0,0,0,0,0,0,0,0
Gm41773,0,0,0,0,0,0,0,0
Gm41774,0,1,1,0,2,4,2,2
Gm41776,0,0,0,0,0,0,0,1
Gm41778,0,0,0,0,0,0,0,1
Gm41779,0,0,0,0,0,0,0,0
Gm41784,0,0,0,0,0,0,0,0
Gm41787,0,0,0,0,0,0,0,0
Gm41788,0,0,0,7,0,0,0,0
Gm41790,0,0,0,0,4,0,0,0
Gm41792,0,0,0,0,0,0,0,0
Gm41795,0,0,0,0,0,0,0,3
Gm41796,0,0,0,0,0,0,0,0
Gm41797,0,0,0,0,0,0,0,0
Gm41798,0,0,0,0,1,0,0,0
Gm41800,0,0,0,0,0,0,0,0
Gm41804,62,39,41,54,24,21,24,48
Gm41805,6,0,0,3,0,0,0,0
Gm41806,0,0,0,0,0,0,1,0
Gm41810,59,50,47,70,44,24,32,36
Gm41811,0,0,0,0,0,0,0,0
Gm41812,0,0,0,0,0,3,0,0
Gm41813,0,0,0,0,0,0,0,0
Gm41814,0,0,0,0,0,0,0,0
Gm41815,0,0,0,0,0,0,0,0
Gm41816,0,0,0,0,0,0,0,0
Gm41818,0,0,0,0,0,0,0,0
Gm41821,0,0,0,0,0,0,0,0
Gm41823,0,0,0,0,0,0,0,0
Gm41824,0,0,0,0,0,0,0,0
Gm41829,42,29,22,35,33,24,12,22
Gm41832,0,0,0,0,0,0,0,0
Gm41835,0,0,0,0,0,0,0,0
Gm41836,0,0,0,0,0,0,0,0
Gm41838,0,0,0,4,0,0,0,2
Gm41842,0,0,0,4,2,1,0,0
Gm41844,0,0,7,0,0,2,1,0
Gm41845,0,0,0,0,0,0,0,0
Gm41846,12,0,0,0,0,0,0,0
Gm41847,0,0,0,0,0,0,0,0
Gm41848,0,0,0,1,0,1,3,0
Gm41849,0,0,0,0,0,0,0,0
Gm41850,0,0,0,0,0,0,0,0
Gm41851,0,0,0,0,0,0,0,0
Gm41853,0,0,0,0,0,0,0,0
Gm41854,0,0,0,0,0,0,0,0
Gm41856,5,0,0,0,0,1,0,2
Gm41857,2,0,0,1,0,0,0,0
Gm41858,0,0,1,0,0,0,0,0
